SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
GBNUN_000001-T1	CHXZO_005303-T1	0.000000	0.000000	99.000000	875.766824	372.233176	4.600000	0.000000	1248
GBNUN_000003-T1	CHXZO_005301-T1	0.000964	0.000000	99.000000	1037.703207	432.296793	4.600000	0.002042	1701
GBNUN_000004-T1	CHXZO_005299-T1	0.003449	0.003282	1.050877	1453.366676	610.633324	4.600000	0.010200	3681
GBNUN_000005-T1	CHXZO_005298-T1	0.000000	0.000000	99.000000	710.918594	279.081406	4.600000	0.000000	990
GBNUN_000006-T1	CHXZO_005297-T1	0.000000	0.000000	99.000000	694.229154	295.770846	4.600000	0.000000	990
GBNUN_000007-T1	CHXZO_005296-T1	0.000000	0.000000	99.000000	828.626586	368.373414	4.600000	0.000000	1197
GBNUN_000008-T1	CHXZO_005295-T1	0.000000	0.000000	99.000000	829.252268	358.747732	4.600000	0.000000	1263
GBNUN_000009-T1	CHXZO_005294-T1	0.000000	0.000000	99.000000	618.499512	287.500488	4.600000	0.000000	906
GBNUN_000010-T1	CHXZO_005293-T1	0.000000	0.000000	99.000000	546.139206	227.860794	4.600000	0.000000	774
GBNUN_000011-T1	CHXZO_005292-T1	0.000000	0.000000	99.000000	1116.140943	509.859057	4.600000	0.000000	1674
GBNUN_000012-T1	CHXZO_005291-T1	0.000000	0.000000	99.000000	726.530115	305.469885	4.600000	0.000000	1032
GBNUN_000013-T1	CHXZO_005290-T1	0.000000	0.000000	99.000000	617.410913	252.589087	4.600000	0.000000	870
GBNUN_000014-T1	CHXZO_005288-T1	0.000000	0.000000	99.000000	1570.176419	622.823581	4.600000	0.000000	2193
GBNUN_000015-T1	CHXZO_005287-T1	0.000000	0.000000	99.000000	414.483748	161.516252	4.600000	0.000000	576
GBNUN_000016-T1	CHXZO_005286-T1	0.000000	0.000000	99.000000	573.494291	221.505709	4.600000	0.000000	795
GBNUN_000017-T1	CHXZO_005285-T1	0.000000	0.000000	99.000000	870.039636	359.960364	4.600000	0.000000	1500
GBNUN_000018-T1	CHXZO_005283-T1	0.000000	0.000000	99.000000	2504.148209	1119.851791	4.600000	0.000000	3678
GBNUN_000020-T1	CHXZO_005281-T1	0.000000	0.000000	99.000000	241.787279	109.212721	4.600000	0.000000	351
GBNUN_000021-T1	CHXZO_005280-T1	0.000000	0.000000	99.000000	330.131201	143.868799	4.600000	0.000000	474
GBNUN_000022-T1	CHXZO_005279-T1	0.000000	0.000000	99.000000	1283.161609	549.838391	4.600000	0.000000	1833
GBNUN_000023-T1	CHXZO_005278-T1	0.000000	0.000000	99.000000	600.432153	260.567847	4.600000	0.000000	1041
GBNUN_000024-T1	CHXZO_005277-T1	0.000000	0.000000	99.000000	455.538298	183.461702	4.600000	0.000000	975
GBNUN_000026-T1	CHXZO_005275-T1	0.023441	0.040804	0.574484	390.075299	125.924701	1.590678	0.083035	1146
GBNUN_000027-T1	CHXZO_005274-T1	0.000000	0.006731	0.000010	354.768456	149.231544	4.600000	0.005979	513
GBNUN_000028-T1	CHXZO_005273-T1	0.000000	0.000000	99.000000	577.023936	253.976064	4.600000	0.000000	831
GBNUN_000029-T1	CHXZO_005272-T1	0.029116	0.051131	0.569430	1532.667576	390.332424	1.002116	0.100753	2031
GBNUN_000030-T1	CHXZO_005271-T1	0.000000	0.000000	99.000000	428.278207	174.721793	4.600000	0.000000	603
GBNUN_000031-T1	CHXZO_005270-T1	0.000000	0.000000	99.000000	676.483809	265.516191	4.600000	0.000000	942
GBNUN_000032-T1	CHXZO_005269-T1	0.000000	0.000000	99.000000	603.788819	260.211181	4.600000	0.000000	864
