SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
GBNWG_000002-T1	GBNWH_003130-T1	1.254210	4.310282	0.290981	1015.737124	313.262876	1.278140	5.923699	1746
GBNWG_000004-T1	GBNWH_009206-T1	0.843818	3.913637	0.215610	592.401575	184.598425	1.225788	4.719422	1428
GBNWG_000007-T1	GBNWH_009995-T1	0.677267	3.919992	0.172773	647.830686	186.169314	0.878323	4.203370	927
GBNWG_000008-T1	GBNWH_007971-T1	0.449430	3.861723	0.116381	526.747015	172.252985	1.416126	3.870940	1911
GBNWG_000009-T1	GBNWH_004159-T1	0.201609	3.862767	0.052193	520.507128	172.492872	1.378380	3.338695	780
GBNWG_000020-T1	GBNWH_002255-T1	0.545569	3.782964	0.144217	492.918396	155.081604	1.154254	3.961061	672
GBNWG_000029-T1	GBNWH_009790-T1	0.735459	4.033225	0.182350	617.490856	216.509144	1.266613	4.774708	996
GBNWG_000017-T1	GBNWH_002327-T1	0.992823	4.477962	0.221713	1411.252896	391.747104	1.312506	5.250172	2223
GBNWG_000032-T1	GBNWH_004758-T1	0.537296	3.510095	0.153072	321.216235	107.783765	1.618292	3.852584	570
GBNWG_000034-T1	GBNWH_003228-T1	0.367916	99.000000	0.003716	168.143313	23.856687	0.255880	37.869916	210
GBNWG_000037-T1	GBNWH_008649-T1	0.364394	4.029803	0.090425	642.476226	215.523774	1.508582	3.855359	888
GBNWG_000038-T1	GBNWH_000618-T1	0.777754	99.000000	0.007856	741.924943	200.075057	0.773357	64.918680	969
GBNWG_000040-T1	GBNWH_007377-T1	1.015724	3.960804	0.256444	667.419494	196.580506	1.223923	5.057400	1368
GBNWG_000041-T1	GBNWH_001850-T1	0.324401	99.000000	0.003277	575.399087	147.600913	0.899709	61.407264	789
GBNWG_000047-T1	GBNWH_004839-T1	0.692280	3.770450	0.183607	483.484384	152.515616	1.157893	4.291317	1248
GBNWG_000044-T1	GBNWH_005832-T1	0.988216	4.390392	0.225086	1121.424190	348.575810	1.346071	5.384885	2295
GBNWG_000035-T1	GBNWH_000300-T1	0.589366	4.581311	0.128646	1716.374785	449.625215	1.132044	4.254080	2871
GBNWG_000046-T1	GBNWH_008153-T1	0.835155	4.507281	0.185290	1440.635841	407.364159	1.446824	4.933863	2721
GBNWG_000051-T1	GBNWH_001831-T1	0.604385	4.369736	0.138312	1133.893158	339.106842	1.064915	4.413677	1587
GBNWG_000065-T1	GBNWH_011479-T1	0.833496	3.456820	0.241116	301.606872	100.393128	1.871917	4.465889	534
GBNWG_000066-T1	GBNWH_008536-T1	0.275878	99.000000	0.002787	773.358750	210.641250	1.127354	64.228159	1032
