SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
GBNSX_000001-T1	GBNTU_008275-T1	0.262544	0.294512	0.891455	256.606202	76.393798	1.601271	0.809634	474
GBNSX_000002-T1	GBNTU_008276-T1	0.003251	0.105488	0.030821	308.245376	102.754624	1.357471	0.086435	411
GBNSX_000003-T1	GBNTU_008277-T1	0.002039	0.096060	0.021230	982.294336	499.705664	9.160949	0.101225	1482
GBNSX_000004-T1	GBNTU_008278-T1	0.020622	0.082817	0.249005	2536.437098	895.562902	2.529837	0.110554	3516
GBNSX_000005-T1	GBNTU_008280-T1	0.014648	0.076707	0.190966	1723.464900	610.535100	2.182070	0.092646	2580
GBNSX_000006-T1	GBNTU_008281-T1	0.005386	0.039332	0.136933	932.524640	288.475360	1.403777	0.040218	1335
GBNSX_000007-T1	GBNTU_008283-T1	0.015381	0.056858	0.270521	919.879894	388.120106	2.774018	0.083065	2025
GBNSX_000013-T1	GBNTU_008289-T1	0.030322	0.070493	0.430147	1956.225294	752.774706	5.002759	0.124455	2718
GBNSX_000014-T1	GBNTU_008290-T1	0.023521	0.044449	0.529168	216.316561	92.683439	3.525659	0.089395	339
GBNSX_000016-T1	GBNTU_008291-T1	0.021001	0.066811	0.314339	821.545207	318.454793	2.187798	0.101394	1197
GBNSX_000017-T1	GBNTU_008292-T1	0.000934	0.044104	0.021180	1071.253135	446.746865	3.687185	0.040917	1518
GBNSX_000018-T1	GBNTU_008293-T1	0.025036	0.035225	0.710738	691.329553	319.670447	4.336883	0.084772	1032
GBNSX_000019-T1	GBNTU_008294-T1	0.000000	0.080020	0.000010	270.738928	80.261072	1.654935	0.054893	351
GBNSX_000020-T1	GBNTU_008295-T1	0.012813	0.048938	0.261815	1338.784164	512.215836	2.692564	0.068429	1938
GBNSX_000023-T1	GBNTU_008296-T1	0.022014	0.053807	0.409135	507.511122	233.488878	9.906969	0.096097	1668
GBNSX_000024-T1	GBNTU_008297-T1	0.004944	0.067619	0.073117	202.929260	94.070740	6.770403	0.074386	297
GBNSX_000025-T1	GBNTU_008298-T1	0.003046	0.028972	0.105124	1316.208985	708.791015	18.144719	0.036361	2025
GBNSX_000026-T1	GBNTU_008299-T1	0.008897	0.115129	0.077277	1018.954596	448.045404	4.504583	0.124026	1470
GBNSX_000027-T1	GBNTU_008300-T1	0.022316	0.077149	0.289255	1228.791764	499.208236	3.134536	0.114470	1746
GBNSX_000029-T1	GBNTU_008302-T1	0.009157	0.047065	0.194565	659.762372	309.237628	6.928740	0.063765	1299
GBNSX_000030-T1	GBNTU_008303-T1	0.011921	0.070563	0.168941	1649.147933	666.852067	3.045724	0.086418	2358
GBNSX_000031-T1	GBNTU_008304-T1	0.010557	0.059053	0.178766	954.173561	389.826439	3.575685	0.073869	1344
GBNSX_000032-T1	GBNTU_008305-T1	0.055789	0.095648	0.583272	372.470271	170.529729	4.025535	0.204920	588
GBNSX_000033-T1	GBNTU_008306-T1	0.017274	0.091150	0.189513	1044.422997	365.577003	1.965804	0.109284	1602
GBNSX_000034-T1	GBNTU_008307-T1	0.005380	0.069665	0.077229	373.071580	136.928420	2.070260	0.067919	510
GBNSX_000035-T1	GBNTU_008308-T1	0.012868	0.073999	0.173897	550.128472	259.871528	9.047103	0.097443	810
GBNSX_000036-T1	GBNTU_008309-T1	0.000000	0.062941	0.000010	718.483842	67.516158	0.141090	0.016220	786
GBNSX_000037-T1	GBNTU_008310-T1	0.010176	0.090270	0.112729	1088.335018	465.664982	2.426315	0.102530	1611
GBNSX_000038-T1	GBNTU_008311-T1	0.010948	0.036946	0.296312	1382.691940	756.308060	21.887501	0.060421	2253
GBNSX_000039-T1	GBNTU_008312-T1	0.024178	0.042707	0.566150	589.042393	241.957607	4.267679	0.088719	831
GBNSX_000040-T1	GBNTU_008313-T1	0.028558	0.052035	0.548828	1547.238904	657.761096	4.256961	0.106685	2772
GBNSX_000041-T1	GBNTU_008314-T1	0.022166	0.050268	0.440960	870.948947	332.051053	3.821334	0.089769	1269
GBNSX_000042-T1	GBNTU_008315-T1	0.016508	0.060320	0.273678	367.470134	157.529866	4.584748	0.088963	525
GBNSX_000044-T1	GBNTU_008316-T1	0.005953	0.058791	0.101261	337.333005	124.666995	2.458378	0.060633	489
GBNSX_000045-T1	GBNTU_008317-T1	0.001590	0.065840	0.024151	2518.236681	898.763319	3.016147	0.055469	3528
GBNSX_000046-T1	GBNTU_008318-T1	0.009627	0.079493	0.121099	1463.706677	495.293323	1.465298	0.081873	1959
GBNSX_000047-T1	GBNTU_008319-T1	0.025382	0.105744	0.240037	394.072437	166.927563	4.725088	0.147883	585
GBNSX_000049-T1	GBNTU_008321-T1	0.009869	0.051125	0.193042	612.491178	284.508822	7.445629	0.068864	897
GBNSX_000051-T1	GBNTU_008323-T1	0.023030	0.070713	0.325679	1855.356040	763.643960	4.340068	0.110799	2625
GBNSX_000053-T1	GBNTU_008326-T1	0.005763	0.051970	0.110881	522.864276	221.135724	4.762509	0.058490	744
GBNSX_000054-T1	GBNTU_008327-T1	0.004539	0.075338	0.060246	442.077226	169.922774	3.371482	0.072589	612
GBNSX_000055-T1	GBNTU_008328-T1	0.002688	0.143425	0.018744	372.632684	101.367316	1.616901	0.098357	474
GBNSX_000056-T1	GBNTU_008329-T1	0.005234	0.047461	0.110287	383.430820	174.569180	4.272351	0.055334	558
GBNSX_000059-T1	GBNTU_008332-T1	0.017905	0.058528	0.305927	1895.252079	852.747921	5.029439	0.091533	2769
GBNSX_000062-T1	GBNTU_008335-T1	0.043366	0.051054	0.849398	483.199742	197.800258	3.910086	0.136796	897
GBNSX_000063-T1	GBNTU_008336-T1	0.033645	0.079036	0.425697	487.859046	217.140954	8.199639	0.142877	717
GBNSX_000064-T1	GBNTU_008337-T1	0.001836	0.087302	0.021032	1090.635337	160.364663	0.297779	0.038376	1251
GBNSX_000065-T1	GBNTU_008338-T1	0.029647	0.078203	0.379109	1072.598012	433.401988	2.971266	0.130863	1641
GBNSX_000066-T1	GBNTU_008339-T1	0.017195	0.076413	0.225023	1177.279711	442.720289	3.930131	0.100134	1620
GBNSX_000067-T1	GBNTU_008340-T1	0.017744	0.074109	0.239423	399.989459	158.010541	4.580554	0.101115	558
GBNSX_000069-T1	GBNTU_006782-T1	0.012135	0.052787	0.229885	416.219806	198.780194	9.062688	0.075824	615
GBNSX_000070-T1	GBNTU_006781-T1	0.027623	0.041760	0.661473	917.189698	351.810302	3.364446	0.094627	1854
GBNSX_000071-T1	GBNTU_006780-T1	0.008057	0.069316	0.116230	873.842007	350.157993	3.618791	0.076744	1662
GBNSX_000073-T1	GBNTU_006778-T1	0.011894	0.053512	0.222262	678.005222	272.994778	1.588303	0.071522	1260
GBNSX_000074-T1	GBNTU_006777-T1	0.012760	0.043219	0.295250	790.913609	457.086391	14.751011	0.071748	1266
GBNSX_000075-T1	GBNTU_006776-T1	0.008944	0.044114	0.202754	1013.292779	399.707221	2.825232	0.056679	1524
GBNSX_000076-T1	GBNTU_006775-T1	0.015676	0.084392	0.185750	193.414246	37.585754	0.884016	0.080570	231
GBNSX_000077-T1	GBNTU_006774-T1	0.055254	0.018328	3.014785	169.767991	55.232009	3.845037	0.138568	225
GBNSX_000079-T1	GBNTU_006772-T1	0.018022	0.069506	0.259287	739.787015	256.212985	2.030859	0.093797	1053
GBNSX_000082-T1	GBNTU_006769-T1	0.050639	0.092209	0.549173	1011.006579	356.993421	2.088267	0.184461	1389
GBNSX_000083-T1	GBNTU_006768-T1	0.016558	0.065725	0.251928	1181.419379	525.580621	7.535498	0.095089	1836
GBNSX_000084-T1	GBNTU_006767-T1	0.034713	0.084953	0.408610	384.143666	161.856334	4.322473	0.148818	993
GBNSX_000085-T1	GBNTU_006766-T1	0.035987	0.078529	0.458261	756.676349	356.323651	6.016096	0.148819	1122
GBNSX_000086-T1	GBNTU_006765-T1	0.000000	0.087084	0.000010	560.076232	222.923768	6.115365	0.074380	879
GBNSX_000087-T1	GBNTU_006764-T1	0.026196	0.081808	0.320210	2865.986924	1181.013076	3.656577	0.127274	4569
GBNSX_000088-T1	GBNTU_006763-T1	0.002434	0.038598	0.063051	823.183309	292.816691	1.800047	0.035768	1116
GBNSX_000089-T1	GBNTU_006762-T1	0.000000	0.100377	0.000010	164.791175	54.208825	1.633903	0.074538	219
GBNSX_000090-T1	GBNTU_006761-T1	0.026400	0.063310	0.416991	1369.149936	541.850064	3.560559	0.110597	1932
GBNSX_000091-T1	GBNTU_006760-T1	0.057642	0.155773	0.370034	219.434787	77.565213	1.945870	0.249810	1044
GBNSX_000092-T1	GBNTU_006759-T1	0.028441	0.042380	0.671104	179.461586	48.538414	2.740147	0.094225	231
GBNSX_000093-T1	GBNTU_006758-T1	0.008394	0.038599	0.217461	1138.479573	550.520427	9.592457	0.054716	1689
GBNSX_000095-T1	GBNTU_006756-T1	0.009534	0.069246	0.137688	1161.456243	473.543757	3.359616	0.080486	1713
GBNSX_000096-T1	GBNTU_006754-T1	0.160466	0.219758	0.730194	1520.193808	519.806192	1.454773	0.526722	2763
GBNSX_000097-T1	GBNTU_006753-T1	0.000000	0.000000	99.000000	251.307624	69.692376	4.600000	0.000000	321
GBNSX_000099-T1	GBNTU_006751-T1	0.002471	0.046582	0.053056	405.293731	110.706269	4.600000	0.035805	516
GBNSX_000100-T1	GBNTU_006750-T1	0.003974	0.026966	0.147359	252.461626	113.538374	4.600000	0.033318	366
GBNSX_000102-T1	GBNTU_006747-T1	0.005281	0.070066	0.075377	1140.205665	437.794335	3.137352	0.069765	2241
GBNSX_000104-T1	GBNTU_011540-T1	0.006139	0.032729	0.187566	654.294709	188.705291	1.288599	0.036273	843
GBNSX_000105-T1	GBNTU_011539-T1	0.057437	0.112862	0.508912	1532.664318	456.335682	1.659553	0.210460	2049
GBNSX_000106-T1	GBNTU_011538-T1	0.017051	0.055242	0.308651	950.169528	414.830472	3.975912	0.085972	1824
GBNSX_000108-T1	GBNTU_011535-T1	0.002287	0.097732	0.023396	1314.021960	422.978040	1.574843	0.076586	1737
GBNSX_000109-T1	GBNTU_011534-T1	0.010732	0.076704	0.139909	844.766461	319.233539	3.076457	0.086475	1284
GBNSX_000110-T1	GBNTU_011533-T1	0.018072	0.099670	0.181316	728.444492	261.555508	3.143862	0.118890	1002
GBNSX_000111-T1	GBNTU_011532-T1	0.002210	0.083645	0.026424	906.203013	413.796987	13.722182	0.083216	1320
GBNSX_000112-T1	GBNTU_011531-T1	0.003893	0.069362	0.056121	1030.354841	382.645159	3.623190	0.064866	1413
GBNSX_000113-T1	GBNTU_011530-T1	0.020603	0.039112	0.526770	467.922266	198.077734	3.342945	0.078324	666
GBNSX_000114-T1	GBNTU_011529-T1	0.000000	0.028283	0.000010	329.889022	144.110978	4.600000	0.025797	474
GBNSX_000117-T1	GBNTU_011526-T1	0.005103	0.075810	0.067314	3146.734251	1296.265749	3.581500	0.077196	4449
GBNSX_000118-T1	GBNTU_011525-T1	0.029445	0.045339	0.649442	207.811024	68.188976	1.337292	0.100115	276
GBNSX_000122-T1	GBNTU_011520-T1	0.092341	0.173800	0.531305	706.444582	199.555418	1.297430	0.330850	2433
GBNSX_000123-T1	GBNTU_011519-T1	0.026123	0.078740	0.331769	507.264230	203.735770	4.434558	0.123601	723
GBNSX_000124-T1	GBNTU_011518-T1	0.026685	0.068498	0.389571	1202.055882	534.944118	4.497222	0.118686	1887
GBNSX_000125-T1	GBNTU_011517-T1	0.014868	0.053581	0.277480	1632.377210	740.622790	6.978570	0.080850	2400
GBNSX_000126-T1	GBNTU_011516-T1	0.012622	0.030980	0.407413	639.299534	197.700466	1.440452	0.050874	846
GBNSX_000127-T1	GBNTU_011515-T1	0.009815	0.101131	0.097048	513.107909	194.892091	3.601437	0.104854	747
GBNSX_000128-T1	GBNTU_011514-T1	0.000000	0.082396	0.000010	236.097509	51.902491	0.603076	0.044548	420
GBNSX_000129-T1	GBNTU_011513-T1	0.046845	0.084545	0.554081	220.447522	76.552478	0.605186	0.169686	324
GBNSX_000130-T1	GBNTU_011512-T1	0.018344	0.017013	1.078176	165.553798	59.446202	4.600000	0.053976	225
GBNSX_000131-T1	GBNTU_011511-T1	0.039515	0.076612	0.515772	260.932949	111.067051	7.226500	0.151772	381
GBNSX_000134-T1	GBNTU_011508-T1	0.008616	0.077222	0.111568	701.569293	315.430707	7.980012	0.089683	1017
GBNSX_000135-T1	GBNTU_011507-T1	0.251451	0.460337	0.546232	684.735462	188.264538	0.942853	0.889493	1212
GBNSX_000136-T1	GBNTU_008142-T1	0.009123	0.074008	0.123272	882.343046	242.656954	1.091882	0.069355	1125
GBNSX_000137-T1	GBNTU_008141-T1	0.006264	0.038759	0.161625	160.297520	79.702480	4.600000	0.051167	240
GBNSX_000138-T1	GBNTU_008140-T1	0.003226	0.074911	0.043061	621.399285	227.600715	2.294287	0.067330	876
GBNSX_000141-T1	GBNTU_008137-T1	0.005439	0.051202	0.106232	1108.226736	571.773264	10.102233	0.063043	2244
GBNSX_000142-T1	GBNTU_008136-T1	0.010727	0.075840	0.141447	751.319640	235.680360	1.837509	0.078826	1791
GBNSX_000143-T1	GBNTU_008135-T1	0.005681	0.084825	0.066977	1943.905920	783.094080	2.937849	0.085225	2730
GBNSX_000145-T1	GBNTU_008133-T1	0.024089	0.099168	0.242914	611.810006	258.189994	2.985621	0.139111	876
GBNSX_000146-T1	GBNTU_008132-T1	0.030016	0.052409	0.572722	783.170417	299.829583	3.170078	0.108645	1803
GBNSX_000147-T1	GBNTU_008130-T1	0.022084	0.133531	0.165382	796.815245	238.184755	0.932857	0.143193	1065
GBNSX_000149-T1	GBNTU_008128-T1	0.005828	0.075589	0.077096	1206.275518	590.724482	7.189313	0.086280	2637
GBNSX_000150-T1	GBNTU_008127-T1	0.000000	0.080342	0.000010	370.175476	145.824524	3.641802	0.068116	516
GBNSX_000152-T1	GBNTU_008125-T1	0.017218	0.053911	0.319390	1204.816995	475.183005	2.703207	0.082790	1692
GBNSX_000153-T1	GBNTU_008124-T1	0.007264	0.030767	0.236081	415.277654	166.722346	1.777015	0.041990	837
GBNSX_000154-T1	GBNTU_008123-T1	0.031618	0.070069	0.451237	259.506221	121.493779	10.581164	0.131638	381
GBNSX_000155-T1	GBNTU_008122-T1	0.001772	0.062550	0.028322	1130.305121	507.694879	6.126859	0.061829	1644
GBNSX_000156-T1	GBNTU_008121-T1	0.020325	0.070486	0.288355	1305.145575	506.854425	2.476445	0.103068	1929
GBNSX_000157-T1	GBNTU_008120-T1	0.011194	0.103807	0.107832	2701.476001	1042.523999	3.691245	0.110946	3822
GBNSX_000159-T1	GBNTU_008119-T1	0.042065	0.147969	0.284280	1447.259379	445.740621	1.668190	0.201005	3312
GBNSX_000161-T1	GBNTU_012019-T1	0.017209	0.050484	0.340870	1117.424105	475.575895	4.508441	0.081429	1620
GBNSX_000162-T1	GBNTU_012018-T1	0.000000	0.048208	0.000010	235.331312	85.668688	4.600000	0.038597	321
GBNSX_000164-T1	GBNTU_012016-T1	0.001598	0.048298	0.033076	626.644472	303.355528	10.413372	0.050492	930
GBNSX_000165-T1	GBNTU_012015-T1	0.013177	0.064948	0.202885	1110.705040	431.294960	3.876794	0.082971	1542
GBNSX_000168-T1	GBNTU_005549-T1	0.000000	0.041412	0.000010	532.957101	301.042899	8.441664	0.044844	834
GBNSX_000169-T1	GBNTU_005550-T1	0.157833	0.243889	0.647149	175.691038	55.308962	1.038442	0.535313	426
GBNSX_000172-T1	GBNTU_005554-T1	0.018554	0.044180	0.419960	327.994431	140.005569	4.600000	0.078660	642
GBNSX_000173-T1	GBNTU_005555-T1	0.042953	0.087249	0.492310	1212.381300	461.618700	3.286408	0.165504	1683
GBNSX_000176-T1	GBNTU_005556-T1	0.030185	0.108201	0.278970	3336.006628	1199.993372	2.354390	0.152471	5163
GBNSX_000177-T1	GBNTU_005557-T1	0.000000	0.026741	0.000010	833.400309	342.599691	4.600000	0.023371	1215
GBNSX_000179-T1	GBNTU_005559-T1	0.009466	0.078976	0.119853	531.897903	230.102097	5.100544	0.091367	762
GBNSX_000181-T1	GBNTU_005561-T1	0.041106	0.082730	0.496867	915.870631	368.129369	3.932418	0.159119	1485
GBNSX_000182-T1	GBNTU_005562-T1	0.006676	0.088622	0.075329	451.461582	121.538418	1.720297	0.072172	573
GBNSX_000183-T1	GBNTU_005563-T1	0.009838	0.053533	0.183771	1228.081132	448.918868	2.705079	0.064604	1677
GBNSX_000184-T1	GBNTU_005520-T1	0.015897	0.080739	0.196889	2512.074546	931.925454	2.441481	0.100327	3486
GBNSX_000185-T1	GBNTU_005519-T1	0.013060	0.025833	0.505561	270.531372	98.468628	3.566357	0.049406	369
GBNSX_000186-T1	GBNTU_005517-T1	0.024584	0.109282	0.224961	1281.925167	497.074833	2.105037	0.144749	1989
GBNSX_000187-T1	GBNTU_005516-T1	0.023313	0.077314	0.301539	523.816747	220.183253	4.859072	0.117884	849
GBNSX_000197-T1	GBNTU_001304-T1	0.001603	0.062100	0.025807	624.655230	290.344770	12.349176	0.062398	915
GBNSX_000207-T1	GBNTU_008867-T1	0.005867	0.076762	0.076429	1797.229426	899.770574	11.088967	0.088556	4509
GBNSX_000208-T1	GBNTU_008865-T1	0.015874	0.104864	0.151378	254.816068	102.183932	3.371608	0.124036	420
GBNSX_000209-T1	GBNTU_008864-T1	0.036830	0.068564	0.537157	395.016937	165.983063	3.601250	0.138657	609
GBNSX_000211-T1	GBNTU_008862-T1	0.029785	0.046173	0.645077	549.483752	248.516248	8.791653	0.104667	798
GBNSX_000212-T1	GBNTU_008861-T1	0.004283	0.062135	0.068924	1405.188970	664.811030	8.678784	0.068588	2070
GBNSX_000213-T1	GBNTU_008860-T1	0.012322	0.067919	0.181428	327.831265	125.168735	6.120817	0.083053	528
GBNSX_000214-T1	GBNTU_008859-T1	0.019393	0.068334	0.283793	367.132473	169.867527	9.694239	0.104623	537
GBNSX_000215-T1	GBNTU_008858-T1	0.006638	0.068696	0.096630	605.782014	294.217986	11.873010	0.080776	900
GBNSX_000216-T1	GBNTU_008857-T1	0.033366	0.051328	0.650047	768.748789	365.251211	4.194633	0.117454	1146
GBNSX_000217-T1	GBNTU_008856-T1	0.007377	0.060221	0.122492	272.681521	87.318479	2.254444	0.060582	360
GBNSX_000218-T1	GBNTU_008855-T1	0.058691	0.097961	0.599131	817.997939	250.002061	1.669967	0.203651	1128
GBNSX_000219-T1	GBNTU_008854-T1	0.002957	0.071920	0.041108	1016.712287	339.287713	1.910534	0.060636	1386
GBNSX_000221-T1	GBNTU_008852-T1	0.007177	0.060706	0.118230	980.287459	396.712541	3.614698	0.067796	1377
GBNSX_000222-T1	GBNTU_008851-T1	0.009319	0.065612	0.142028	864.364152	368.635848	4.295526	0.078447	1326
GBNSX_000225-T1	GBNTU_008849-T1	0.090433	0.054460	1.660544	154.653634	76.346366	19.723822	0.235630	282
GBNSX_000226-T1	GBNTU_008848-T1	0.004622	0.049895	0.092642	217.135494	82.864506	4.600000	0.051382	300
