SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
GBNWN_000004-T1	GBNWO_002257-T1	0.000000	0.000000	99.000000	129.364254	32.635746	4.600000	0.000000	162
GBNWN_000006-T1	GBNWO_009018-T1	1.201653	0.899622	1.335731	14.913426	9.086574	0.713393	3.261905	483
GBNWN_000008-T1	GBNWO_009020-T1	0.000941	0.005645	0.166697	1063.366637	355.633363	4.600000	0.006360	1419
GBNWN_000010-T1	GBNWO_009022-T1	0.000000	0.000000	99.000000	526.445645	136.554355	4.600000	0.000000	663
GBNWN_000012-T1	GBNWO_002998-T1	0.045286	0.070226	0.644855	1286.208963	294.791037	1.118473	0.149809	1893
GBNWN_000013-T1	GBNWO_003064-T1	0.000000	0.000000	99.000000	313.550115	112.449885	4.600000	0.000000	567
GBNWN_000015-T1	GBNWO_009433-T1	0.002658	0.012436	0.213758	1130.584478	405.415522	4.600000	0.015717	1536
GBNWN_000016-T1	GBNWO_009434-T1	0.001271	0.000000	99.000000	787.591297	274.408703	4.600000	0.002827	1062
GBNWN_000017-T1	GBNWO_003302-T1	0.000000	0.000000	99.000000	129.644470	47.355530	4.600000	0.000000	756
GBNWN_000019-T1	GBNWO_008876-T1	0.004541	0.004570	0.993605	2540.560236	768.439764	2.332098	0.013642	3990
GBNWN_000020-T1	GBNWO_003909-T1	0.061715	0.062528	0.986994	158.631024	78.368976	12.384793	0.185951	633
GBNWN_000021-T1	GBNWO_006601-T1	0.002037	0.005855	0.347978	491.524672	171.475328	4.600000	0.009074	663
GBNWN_000026-T1	GBNWO_005824-T1	0.000000	0.000000	99.000000	236.417090	90.582910	4.600000	0.000000	327
GBNWN_000027-T1	GBNWO_005825-T1	0.000000	0.003371	0.000010	1745.350275	594.649725	4.600000	0.002570	2340
GBNWN_000028-T1	GBNWO_005826-T1	0.000000	0.005805	0.000010	373.081061	172.918939	4.600000	0.005516	546
GBNWN_000029-T1	GBNWO_005827-T1	0.002402	0.005775	0.415991	417.050455	173.949545	4.600000	0.010184	591
GBNWN_000031-T1	GBNWO_007640-T1	2.112790	1.707620	1.237272	134.782185	78.217815	1.493215	5.892011	681
GBNWN_000032-T1	GBNWO_007639-T1	0.000000	0.000000	99.000000	159.570579	44.429421	4.600000	0.000000	204
GBNWN_000033-T1	GBNWO_007638-T1	0.088254	0.165643	0.532794	605.165603	126.834397	1.125712	0.304989	771
GBNWN_000034-T1	GBNWO_007637-T1	0.003522	0.009893	0.356020	1423.002624	406.997376	1.970608	0.014817	1866
GBNWN_000035-T1	GBNWO_007636-T1	0.000000	0.000000	99.000000	798.346078	248.653922	4.600000	0.000000	1047
GBNWN_000037-T1	GBNWO_007635-T1	0.009919	0.014115	0.702749	507.849878	143.150122	4.600000	0.032525	756
GBNWN_000038-T1	GBNWO_007634-T1	0.001332	0.013018	0.102303	751.543924	232.456076	4.600000	0.012277	1011
GBNWN_000039-T1	GBNWO_006541-T1	0.001753	0.000000	99.000000	571.163194	214.836806	4.600000	0.003821	786
GBNWN_000040-T1	GBNWO_006540-T1	0.001649	0.000000	99.000000	607.220294	199.779706	4.600000	0.003722	807
GBNWN_000041-T1	GBNWO_006539-T1	0.017238	0.025474	0.676689	1413.445239	356.554761	1.962945	0.056692	2427
GBNWN_000042-T1	GBNWO_006538-T1	0.000000	0.003049	0.000010	973.241331	328.758669	4.600000	0.002310	1329
GBNWN_000044-T1	GBNWO_006536-T1	0.001143	0.004805	0.237877	1751.326382	417.673618	1.777518	0.005544	2172
GBNWN_000045-T1	GBNWO_004455-T1	0.001610	0.004413	0.364835	621.742505	227.257495	4.600000	0.007081	1683
GBNWN_000046-T1	GBNWO_004737-T1	0.002456	0.006480	0.378967	6530.754511	2328.245489	4.525330	0.010540	9867
GBNWN_000047-T1	GBNWO_004739-T1	0.001341	0.006079	0.220581	1866.144114	578.855886	2.025751	0.007388	2664
GBNWN_000048-T1	GBNWO_004740-T1	1.515425	1.136846	1.333008	50.965001	21.034999	1.841729	4.214466	852
GBNWN_000049-T1	GBNWO_000243-T1	0.002008	0.003814	0.526462	1496.296773	525.703227	4.600000	0.007433	2217
GBNWN_000050-T1	GBNWO_000244-T1	0.002739	0.006924	0.395534	1463.390444	435.609556	2.022948	0.011096	2430
GBNWN_000052-T1	GBNWO_004146-T1	0.000000	0.014581	0.000010	518.498073	138.501927	4.600000	0.009221	657
GBNWN_000053-T1	GBNWO_006613-T1	0.001683	0.003682	0.457246	594.709101	272.290899	4.600000	0.006933	867
GBNWN_000054-T1	GBNWO_006612-T1	0.004410	0.007396	0.596327	682.236265	271.763735	4.600000	0.015782	1191
GBNWN_000055-T1	GBNWO_006611-T1	0.000000	0.004727	0.000010	588.797577	212.202423	4.600000	0.003757	801
GBNWN_000056-T1	GBNWO_006610-T1	0.089075	0.180100	0.494588	917.421253	201.578747	1.235312	0.316418	1386
GBNWN_000057-T1	GBNWO_006608-T1	0.000000	0.009456	0.000010	277.579481	106.420519	4.600000	0.007862	384
GBNWN_000058-T1	GBNWO_006607-T1	0.048297	0.099504	0.485382	1071.184557	269.815443	1.445107	0.175801	2337
GBNWN_000060-T1	GBNWO_007200-T1	0.001367	0.000000	99.000000	732.453372	242.546628	4.600000	0.003080	1008
GBNWN_000061-T1	GBNWO_007199-T1	0.000000	0.000000	99.000000	273.326994	89.673006	4.600000	0.000000	363
GBNWN_000062-T1	GBNWO_007198-T1	0.031728	0.040738	0.778831	547.401560	151.598440	2.100400	0.101046	849
GBNWN_000063-T1	GBNWO_007197-T1	0.002768	0.015382	0.179928	723.961967	197.038033	4.600000	0.016399	1080
GBNWN_000064-T1	GBNWO_009465-T1	0.002421	0.024671	0.098114	827.576725	288.423275	4.600000	0.024513	2472
GBNWN_000066-T1	GBNWO_009467-T1	0.003139	0.017711	0.177234	2075.310260	486.689740	1.077990	0.017721	2562
GBNWN_000067-T1	GBNWO_002803-T1	0.000000	0.000000	99.000000	478.426900	145.573100	4.600000	0.000000	627
GBNWN_000068-T1	GBNWO_002802-T1	0.950764	99.000000	0.009604	22.017225	1.982775	0.065983	27.153493	1317
GBNWN_000069-T1	GBNWO_006212-T1	0.000000	0.022130	0.000010	119.141907	45.858093	4.600000	0.018451	1164
GBNWN_000070-T1	GBNWO_006211-T1	0.017482	0.036033	0.485174	1210.592657	316.407343	1.182462	0.063978	4695
GBNWN_000075-T1	GBNWO_002096-T1	0.033760	0.052250	0.646123	197.245491	69.754509	5.067772	0.115771	726
GBNWN_000072-T1	GBNWO_006210-T1	0.003664	0.003675	0.996902	1641.518328	545.481672	4.600000	0.011001	2271
GBNWN_000077-T1	GBNWO_001726-T1	0.002669	0.006715	0.397530	1125.830112	299.169888	2.006119	0.010556	1674
GBNWN_000078-T1	GBNWO_001725-T1	0.758709	2.057651	0.368726	38.458185	15.541815	3.161576	3.397677	1221
GBNWN_000080-T1	GBNWO_001542-T1	0.000000	0.000000	99.000000	329.705142	126.294858	4.600000	0.000000	456
GBNWN_000082-T1	GBNWO_009438-T1	0.002636	0.005313	0.496177	1140.095505	377.904495	4.600000	0.009907	1518
GBNWN_000083-T1	GBNWO_009439-T1	0.000000	0.031094	0.000010	384.674556	131.325444	4.600000	0.023741	516
GBNWN_000084-T1	GBNWO_009441-T1	0.016379	0.043855	0.373484	1373.492500	324.507500	1.708520	0.064890	3738
GBNWN_000085-T1	GBNWO_004234-T1	0.009965	0.019535	0.510097	1111.283644	259.716356	0.925135	0.035334	1944
GBNWN_000086-T1	GBNWO_004236-T1	0.002677	0.000000	99.000000	374.363889	78.636111	4.600000	0.006636	498
GBNWN_000088-T1	GBNWO_004238-T1	0.002653	0.002683	0.988920	566.315930	186.684070	4.600000	0.007982	915
GBNWN_000089-T1	GBNWO_004239-T1	0.000000	0.002739	0.000010	906.281381	365.718619	4.600000	0.002363	1272
GBNWN_000090-T1	GBNWO_004240-T1	0.000779	0.003921	0.198749	2567.683577	1023.316423	4.600000	0.005024	3795
GBNWN_000093-T1	GBNWO_002827-T1	0.026921	0.055291	0.486905	592.756355	175.243645	2.070665	0.100184	1128
GBNWN_000095-T1	GBNWO_004149-T1	0.000664	0.021467	0.030920	3014.556376	522.443624	0.602720	0.011209	3537
GBNWN_000096-T1	GBNWO_004150-T1	0.000000	0.004738	0.000010	1749.837660	635.162340	4.600000	0.003786	2385
GBNWN_000097-T1	GBNWO_004151-T1	0.000000	0.000000	99.000000	769.061828	238.938172	4.600000	0.000000	1008
GBNWN_000098-T1	GBNWO_004152-T1	0.000000	0.000000	99.000000	291.354228	98.645772	4.600000	0.000000	417
GBNWN_000099-T1	GBNWO_004153-T1	0.066692	0.094149	0.708362	1016.534743	240.465257	1.265515	0.215834	1311
GBNWN_000100-T1	GBNWO_004154-T1	0.000000	0.009763	0.000010	519.817967	206.182033	4.600000	0.008318	726
GBNWN_000101-T1	GBNWO_002241-T1	0.060294	0.076554	0.787610	706.058904	223.941096	2.775096	0.192628	1485
GBNWN_000102-T1	GBNWO_002242-T1	0.000000	0.011449	0.000010	707.952127	264.047873	4.600000	0.009330	972
GBNWN_000103-T1	GBNWO_002243-T1	0.000000	0.018518	0.000010	295.655767	109.344233	4.600000	0.014998	1209
GBNWN_000105-T1	GBNWO_001192-T1	0.060865	0.118100	0.515372	2069.485072	498.514928	1.156975	0.215928	3720
GBNWN_000106-T1	GBNWO_001193-T1	0.018554	0.032443	0.571890	1428.349472	404.650528	3.251538	0.064860	1863
GBNWN_000107-T1	GBNWO_001194-T1	0.000000	0.000000	99.000000	1028.347566	366.652434	4.600000	0.000000	1449
GBNWN_000109-T1	GBNWO_001197-T1	0.001886	0.005221	0.361300	1061.593005	384.406995	4.600000	0.008318	1644
GBNWN_000111-T1	GBNWO_001199-T1	0.002393	0.007621	0.313972	837.219651	263.780349	4.600000	0.010936	1101
GBNWN_000113-T1	GBNWO_002620-T1	0.000000	0.000000	99.000000	718.928415	241.071585	4.600000	0.000000	960
GBNWN_000115-T1	GBNWO_006935-T1	0.000000	0.000000	99.000000	369.309043	101.690957	4.600000	0.000000	471
GBNWN_000117-T1	GBNWO_006938-T1	0.005651	0.013034	0.433573	1066.842641	310.157359	2.796470	0.021943	2352
GBNWN_000118-T1	GBNWO_001186-T1	0.000885	0.015615	0.056680	1130.545989	324.454011	5.399613	0.012509	1875
GBNWN_000119-T1	GBNWO_001187-T1	0.000000	0.015990	0.000010	955.062824	316.937176	5.287304	0.011952	1272
GBNWN_000120-T1	GBNWO_003688-T1	0.005505	0.000000	99.000000	547.249640	178.750360	4.152191	0.012448	1383
GBNWN_000123-T1	GBNWO_005057-T1	0.000000	0.000000	99.000000	603.321415	230.678585	4.600000	0.000000	1521
GBNWN_000125-T1	GBNWO_005059-T1	0.000925	0.000000	99.000000	2162.751908	867.248092	4.600000	0.001981	3522
GBNWN_000126-T1	GBNWO_005060-T1	0.001731	0.002824	0.612944	1157.034191	354.965809	4.600000	0.005962	1536
GBNWN_000127-T1	GBNWO_005061-T1	0.000000	0.000000	99.000000	1009.818064	328.181936	4.600000	0.000000	1629
GBNWN_000128-T1	GBNWO_005062-T1	0.000000	0.000000	99.000000	401.526395	147.473605	4.600000	0.000000	576
GBNWN_000129-T1	GBNWO_005063-T1	0.000656	0.000000	99.000000	1526.123232	546.876768	4.600000	0.001448	2088
GBNWN_000130-T1	GBNWO_005065-T1	0.128238	0.138269	0.927450	1149.751830	260.248170	1.081842	0.390268	1647
GBNWN_000131-T1	GBNWO_005066-T1	0.015334	0.020118	0.762205	1834.448925	613.551075	3.326168	0.049600	2514
GBNWN_000132-T1	GBNWO_005067-T1	0.000000	0.000000	99.000000	724.977705	220.022295	4.600000	0.000000	945
GBNWN_000133-T1	GBNWO_005068-T1	0.003363	0.004289	0.784132	4470.535928	935.464072	0.661724	0.010570	5625
GBNWN_000134-T1	GBNWO_005069-T1	0.000000	0.004188	0.000010	669.574147	239.425853	4.600000	0.003310	909
GBNWN_000136-T1	GBNWO_005071-T1	0.000000	0.000000	99.000000	197.337318	39.662682	4.600000	0.000000	237
GBNWN_000139-T1	GBNWO_005074-T1	0.350888	1.010002	0.347413	28.926670	13.073330	4.600000	1.668151	2553
GBNWN_000140-T1	GBNWO_000740-T1	0.000000	0.000000	99.000000	692.690735	219.309265	4.600000	0.000000	945
GBNWN_000141-T1	GBNWO_000741-T1	0.002796	0.000000	99.000000	358.401701	91.598299	4.600000	0.006681	450
