SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
GBNUX_000002-T1	GBNUY_001388-T1	0.048211	0.021010	2.294685	323.200417	144.799583	6.634564	0.119385	1140
GBNUX_000004-T1	GBNUY_000368-T1	0.004092	0.016877	0.242458	980.727114	420.272886	5.572635	0.023782	1401
GBNUX_000007-T1	GBNUY_000365-T1	0.001331	0.018024	0.073830	752.126954	168.873046	0.534434	0.013175	921
GBNUX_000017-T1	GBNUY_000358-T1	0.003550	0.037288	0.095201	1129.583299	247.416701	0.633177	0.028835	1422
GBNUX_000018-T1	GBNUY_000357-T1	0.003759	0.019236	0.195415	1066.882629	370.117371	2.666413	0.023235	1503
GBNUX_000019-T1	GBNUY_000356-T1	0.000000	0.005456	0.000010	454.953422	184.046578	4.600000	0.004715	639
GBNUX_000020-T1	GBNUY_000355-T1	0.010543	0.039083	0.269768	844.236863	349.763137	5.129588	0.056710	1452
GBNUX_000021-T1	GBNUY_000354-T1	0.007019	0.014230	0.493232	859.375154	355.624846	4.171027	0.027388	1278
GBNUX_000024-T1	GBNUY_000351-T1	0.001549	0.008422	0.183939	646.190720	238.809280	4.600000	0.010211	885
GBNUX_000025-T1	GBNUY_000350-T1	0.002488	0.021036	0.118277	1610.307840	531.692160	2.156426	0.021277	2142
GBNUX_000026-T1	GBNUY_000349-T1	0.002441	0.011549	0.211351	410.436837	174.563163	4.600000	0.015477	585
GBNUX_000027-T1	GBNUY_000348-T1	0.000000	0.014139	0.000010	484.809625	214.190375	4.600000	0.012997	699
GBNUX_000030-T1	GBNUY_005473-T1	0.017350	0.019574	0.886361	1634.345261	675.654739	4.029750	0.054002	2418
GBNUX_000032-T1	GBNUY_005475-T1	0.013573	0.000000	99.000000	223.030104	97.969896	4.600000	0.028292	366
GBNUX_000035-T1	GBNUY_005476-T1	0.022761	0.056635	0.401897	885.084648	281.915352	2.716761	0.092833	1341
GBNUX_000036-T1	GBNUY_005477-T1	0.001830	0.015156	0.120725	2736.891560	1001.108440	2.549293	0.016196	3810
GBNUX_000037-T1	GBNUY_005478-T1	0.000000	0.021916	0.000010	228.400984	92.599016	4.600000	0.018966	321
GBNUX_000040-T1	GBNUY_005674-T1	0.107033	0.156917	0.682101	436.221791	124.778209	0.828286	0.354384	660
GBNUX_000042-T1	GBNUY_005672-T1	0.002331	0.033547	0.069470	2578.626871	856.373129	2.392151	0.030339	3435
GBNUX_000043-T1	GBNUY_005671-T1	0.095818	0.170227	0.562888	203.011155	57.988845	1.185612	0.337051	570
GBNUX_000045-T1	GBNUY_005669-T1	0.002610	0.014307	0.182453	383.869133	141.130867	4.600000	0.017264	525
GBNUX_000047-T1	GBNUY_005667-T1	0.005349	0.056561	0.094563	750.911306	221.088694	1.152135	0.050992	972
GBNUX_000048-T1	GBNUY_005666-T1	0.000000	0.037421	0.000010	622.834867	304.165133	11.464093	0.036836	927
GBNUX_000049-T1	GBNUY_005665-T1	0.000000	0.015111	0.000010	1172.191085	468.808915	4.600000	0.012951	1641
GBNUX_000051-T1	GBNUY_012589-T1	0.004093	0.009501	0.430781	244.987715	106.012285	4.600000	0.017179	351
GBNUX_000052-T1	GBNUY_012590-T1	0.009887	0.022532	0.438795	814.526574	271.473426	1.959798	0.039144	1089
GBNUX_000056-T1	GBNUY_012593-T1	0.000000	0.030315	0.000010	539.382717	168.617283	1.833749	0.021659	885
GBNUX_000058-T1	GBNUY_005895-T1	0.007489	0.009720	0.770497	268.450158	103.549842	4.600000	0.024330	372
GBNUX_000059-T1	GBNUY_005894-T1	0.014657	0.008614	1.701536	276.115829	116.884171	5.855741	0.038579	399
GBNUX_000061-T1	GBNUY_005891-T1	0.097138	0.154126	0.630253	129.930738	38.069262	0.966164	0.330155	183
GBNUX_000063-T1	GBNUY_005889-T1	0.000000	0.021155	0.000010	234.120973	95.879027	4.600000	0.018439	330
GBNUX_000064-T1	GBNUY_005888-T1	0.007096	0.007196	0.986001	850.119602	418.880398	8.231137	0.021387	1542
GBNUX_000066-T1	GBNUY_005886-T1	0.000000	0.016050	0.000010	1003.670452	442.329548	4.600000	0.014729	1446
GBNUX_000067-T1	GBNUY_011530-T1	0.000000	0.023321	0.000010	413.802679	174.197321	4.600000	0.020727	588
GBNUX_000068-T1	GBNUY_011531-T1	0.005915	0.017711	0.333959	679.453159	286.546841	4.130384	0.028242	966
GBNUX_000069-T1	GBNUY_011532-T1	0.001759	0.011648	0.151005	1707.850812	692.149188	4.600000	0.013833	3642
GBNUX_000070-T1	GBNUY_011534-T1	0.001758	0.014554	0.120822	1138.855424	487.144576	5.980622	0.016776	1683
GBNUX_000071-T1	GBNUY_011535-T1	0.000000	0.006704	0.000010	354.174626	149.825374	4.600000	0.005979	504
GBNUX_000072-T1	GBNUY_011536-T1	0.000000	0.013052	0.000010	189.716427	77.283573	4.600000	0.011334	267
GBNUX_000074-T1	GBNUY_006169-T1	0.006475	0.019867	0.325924	620.974588	255.025412	4.600000	0.031121	1017
GBNUX_000077-T1	GBNUY_011083-T1	0.008363	0.022126	0.377980	1925.435341	921.564659	16.664406	0.038454	2850
GBNUX_000079-T1	GBNUY_010416-T1	0.004711	0.031268	0.150668	1277.752713	294.247287	0.399373	0.029046	1572
GBNUX_000083-T1	GBNUY_010412-T1	0.023311	0.054328	0.429072	1786.506356	559.493644	1.278244	0.092124	2454
GBNUX_000085-T1	GBNUY_010410-T1	0.002832	0.013167	0.215090	353.766464	153.233536	4.600000	0.017867	507
GBNUX_000087-T1	GBNUY_010409-T1	0.010618	0.033925	0.312994	1296.466014	464.533986	2.305803	0.050300	2112
GBNUX_000089-T1	GBNUY_010407-T1	0.047713	0.074001	0.644761	1634.216454	699.783546	4.113384	0.166783	4122
GBNUX_000092-T1	GBNUY_010406-T1	0.011238	0.020582	0.545980	1076.919550	495.080450	6.872587	0.042542	1818
