SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
GBNWP_000001-T1	CHXZG_001976-T1	0.000000	0.000000	99.000000	558.377082	290.622918	4.600000	0.000000	849
GBNWP_000003-T1	CHXZG_001974-T1	0.029401	0.075265	0.390626	945.926714	278.073286	0.962403	0.119461	1731
GBNWP_000004-T1	CHXZG_001973-T1	0.000000	0.000000	99.000000	875.991828	360.008172	4.600000	0.000000	1236
GBNWP_000005-T1	CHXZG_001972-T1	0.000000	0.000000	99.000000	1129.759018	499.240982	4.600000	0.000000	1629
GBNWP_000009-T1	CHXZG_001968-T1	0.000000	0.007046	0.000010	325.409535	142.590465	4.600000	0.006440	468
GBNWP_000010-T1	CHXZG_001967-T1	0.008087	0.010367	0.780030	621.699711	194.300289	0.663579	0.025889	837
GBNWP_000011-T1	CHXZG_001966-T1	0.000000	0.000000	99.000000	567.608298	191.391702	4.600000	0.000000	759
GBNWP_000012-T1	CHXZG_001965-T1	0.000000	0.000000	99.000000	821.915362	354.084638	4.600000	0.000000	1458
GBNWP_000013-T1	CHXZG_001964-T1	0.000000	0.000000	99.000000	965.034415	423.965585	4.600000	0.000000	1389
GBNWP_000014-T1	CHXZG_001963-T1	0.000000	0.000000	99.000000	508.888046	223.111954	4.600000	0.000000	732
GBNWP_000015-T1	CHXZG_001962-T1	0.000000	0.000000	99.000000	353.211566	153.788434	4.600000	0.000000	507
GBNWP_000016-T1	CHXZG_001961-T1	0.000000	0.000000	99.000000	970.520217	430.479783	4.600000	0.000000	1449
GBNWP_000020-T1	CHXZG_001958-T1	0.000000	0.000000	99.000000	431.417898	171.582102	4.600000	0.000000	603
GBNWP_000021-T1	CHXZG_001957-T1	0.000000	0.000000	99.000000	282.284799	128.715201	4.600000	0.000000	411
GBNWP_000022-T1	CHXZG_001956-T1	0.000000	0.021470	0.000010	413.455896	189.544104	4.600000	0.020247	690
GBNWP_000023-T1	CHXZG_001955-T1	0.000000	0.017523	0.000010	429.516686	173.483314	3.903462	0.015124	603
GBNWP_000025-T1	CHXZG_001952-T1	0.000000	0.000000	99.000000	904.619197	385.380803	4.600000	0.000000	1290
GBNWP_000026-T1	CHXZG_001951-T1	0.006685	0.008648	0.773004	300.695366	116.304634	4.600000	0.021697	432
GBNWP_000027-T1	CHXZG_001950-T1	0.000000	0.000000	99.000000	249.802881	98.197119	4.600000	0.000000	348
GBNWP_000028-T1	CHXZG_001949-T1	0.000000	0.003325	0.000010	694.401116	301.598884	4.600000	0.003020	996
GBNWP_000029-T1	CHXZG_001948-T1	0.001112	0.007235	0.153641	900.353213	416.646787	4.600000	0.009147	1317
GBNWP_000030-T1	CHXZG_001947-T1	0.001029	0.009461	0.108757	972.536621	425.463379	4.600000	0.010785	1398
GBNWP_000031-T1	CHXZG_001946-T1	0.002248	0.014056	0.159922	891.082377	359.917623	2.782725	0.016936	1251
GBNWP_000033-T1	CHXZG_001943-T1	0.000000	0.002214	0.000010	1074.720636	452.279364	4.600000	0.001968	1563
GBNWP_000034-T1	CHXZG_001942-T1	0.000000	0.000000	99.000000	497.677586	213.322414	4.600000	0.000000	711
GBNWP_000035-T1	CHXZG_001941-T1	0.054494	0.037630	1.448144	420.148440	191.851560	5.731001	0.147623	660
GBNWP_000037-T1	CHXZG_001938-T1	0.001510	0.010594	0.142567	662.827152	285.172848	4.600000	0.012729	948
GBNWP_000038-T1	CHXZG_001937-T1	0.003730	0.004038	0.923750	537.704290	248.295710	4.600000	0.011483	984
GBNWP_000040-T1	CHXZG_001934-T1	0.000000	0.000000	99.000000	325.624903	142.375097	4.600000	0.000000	468
GBNWP_000042-T1	CHXZG_001932-T1	0.000000	0.000000	99.000000	235.755141	106.244859	4.600000	0.000000	342
GBNWP_000043-T1	CHXZG_001931-T1	0.000177	0.000000	99.000000	5637.278724	2474.721276	4.600000	0.000370	8112
GBNWP_000045-T1	CHXZG_001929-T1	0.000000	0.000000	99.000000	1133.962985	537.037015	4.600000	0.000000	1896
GBNWP_000046-T1	CHXZG_001928-T1	0.000000	0.000000	99.000000	531.389138	224.610862	4.600000	0.000000	756
GBNWP_000047-T1	CHXZG_001927-T1	0.000000	0.000000	99.000000	418.882142	175.117858	4.600000	0.000000	594
GBNWP_000048-T1	CHXZG_001926-T1	0.000842	0.004465	0.188533	1188.655618	449.344382	4.600000	0.005507	1638
GBNWP_000049-T1	CHXZG_001925-T1	0.000645	0.004478	0.144081	1550.753639	672.246361	4.600000	0.005412	2241
GBNWP_000050-T1	CHXZG_001924-T1	0.002060	0.005491	0.375198	486.209842	182.790158	4.600000	0.008992	723
GBNWP_000051-T1	CHXZG_001923-T1	0.128559	0.214293	0.599921	934.772367	301.227633	1.573688	0.448360	1629
GBNWP_000052-T1	CHXZG_001921-T1	0.000000	0.006576	0.000010	738.521217	305.478783	4.600000	0.005772	1044
GBNWP_000054-T1	CHXZG_001919-T1	0.000000	0.000000	99.000000	739.190194	319.809806	4.600000	0.000000	1950
GBNWP_000055-T1	CHXZG_001918-T1	0.000000	0.003955	0.000010	571.515259	253.484741	4.600000	0.003646	825
