SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
GBNTN_000001-T1	GBNWO_006122-T1	0.029561	0.255726	0.115595	397.707110	175.292890	13.215136	0.296248	882
GBNTN_000002-T1	GBNWO_006121-T1	0.022251	0.170306	0.130653	1142.396751	444.603249	6.398035	0.191188	1626
GBNTN_000004-T1	GBNWO_006119-T1	0.024145	0.120664	0.200100	590.208387	222.791613	7.425464	0.151784	870
GBNTN_000007-T1	GBNWO_004737-T1	0.025655	0.228759	0.112148	6377.596002	2469.403998	6.766419	0.247039	10320
GBNTN_000008-T1	GBNWO_004455-T1	0.015861	0.139998	0.113297	574.252943	235.747057	6.397088	0.155973	1650
GBNTN_000006-T1	GBNWO_004739-T1	0.019808	0.169327	0.116982	1742.851987	747.148013	11.440837	0.194018	2664
GBNTN_000009-T1	GBNWO_006536-T1	0.009249	0.229774	0.040252	1604.996887	435.003113	2.380995	0.168819	2229
GBNTN_000010-T1	GBNWO_006537-T1	0.028605	0.170012	0.168252	876.973483	368.026517	8.731976	0.211216	1269
GBNTN_000011-T1	GBNWO_006538-T1	0.046836	0.153905	0.304319	935.387874	354.612126	7.655764	0.228806	1356
GBNTN_000012-T1	GBNWO_006539-T1	0.033009	0.215890	0.152895	1336.184606	433.815394	4.290809	0.233495	2427
GBNTN_000013-T1	GBNWO_006540-T1	0.020281	0.158652	0.127833	551.072563	210.927437	14.767224	0.175749	807
GBNTN_000014-T1	GBNWO_006541-T1	0.023712	0.188588	0.125732	557.523401	207.476599	4.761637	0.205283	786
GBNTN_000017-T1	GBNWO_000112-T1	0.068689	0.175882	0.390538	229.460029	76.539971	3.442019	0.286503	306
GBNTN_000018-T1	GBNWO_000111-T1	0.012689	0.190871	0.066481	717.382412	302.617588	10.709548	0.196659	1035
GBNTN_000028-T1	GBNWO_005668-T1	0.006964	0.162649	0.042816	1733.449428	648.550572	9.777637	0.148058	2400
GBNTN_000020-T1	GBNWO_000109-T1	0.033586	0.204999	0.163833	2443.343922	928.656078	6.378980	0.242380	5556
GBNTN_000029-T1	GBNWO_005669-T1	0.047171	0.238231	0.198006	1299.570927	569.429073	5.639534	0.316144	1869
GBNTN_000030-T1	GBNWO_005670-T1	0.026594	0.089895	0.295835	826.322957	367.677043	15.787260	0.138260	1194
GBNTN_000031-T1	GBNWO_005671-T1	0.007842	0.147210	0.053270	834.520722	305.479278	9.243091	0.135563	1470
GBNTN_000032-T1	GBNWO_005672-T1	0.071176	0.091810	0.775254	184.193863	40.806137	1.029681	0.224754	252
GBNTN_000033-T1	GBNWO_005673-T1	0.013894	0.159595	0.087055	1235.476337	483.523663	6.406209	0.164631	1731
GBNTN_000034-T1	GBNWO_000170-T1	0.013301	0.138541	0.096011	1026.720871	416.279129	22.390578	0.148292	4062
GBNTN_000035-T1	GBNWO_000660-T1	0.115041	0.275239	0.417968	597.147049	212.852951	5.167268	0.471414	996
GBNTN_000037-T1	GBNWO_000658-T1	0.084381	0.146040	0.577792	923.865238	369.134762	6.592354	0.305950	1353
GBNTN_000038-T1	GBNWO_003006-T1	0.030269	0.216733	0.139660	964.083389	334.916611	5.125196	0.235033	1353
GBNTN_000041-T1	GBNWO_002534-T1	0.006535	0.052479	0.124529	153.811456	59.188544	4.600000	0.057907	696
GBNTN_000043-T1	GBNWO_006682-T1	0.039298	0.130193	0.301847	314.273474	129.726526	7.900431	0.197567	717
GBNTN_000044-T1	GBNWO_006683-T1	0.029868	0.174457	0.171206	717.828783	245.171217	2.808828	0.200037	1347
GBNTN_000045-T1	GBNWO_006684-T1	0.022692	0.270045	0.084030	268.583244	100.416756	7.217857	0.270014	369
GBNTN_000046-T1	GBNWO_006685-T1	0.027909	0.207770	0.134326	658.153111	256.846889	3.655023	0.235192	2124
GBNTN_000047-T1	GBNWO_006686-T1	0.017128	0.192980	0.088757	2010.386254	800.613746	7.005991	0.201640	2841
GBNTN_000050-T1	GBNWO_003566-T1	0.012744	0.123367	0.103298	237.440850	62.559150	1.998359	0.107436	300
GBNTN_000051-T1	GBNWO_003565-T1	0.014427	0.154091	0.093627	210.208416	71.791584	4.600000	0.149948	285
GBNTN_000052-T1	GBNWO_003564-T1	0.032556	0.226878	0.143497	743.560952	207.439048	1.766836	0.224830	1368
GBNTN_000053-T1	GBNWO_006732-T1	0.027582	0.235480	0.117132	408.196700	110.803300	15.788755	0.215901	519
GBNTN_000054-T1	GBNWO_006733-T1	0.044003	0.170810	0.257615	1385.694319	588.305681	6.922777	0.245385	2016
GBNTN_000055-T1	GBNWO_006734-T1	0.010909	0.262967	0.041486	1524.644299	509.355701	3.963011	0.222090	2046
GBNTN_000057-T1	GBNWO_004740-T1	0.962273	1.829142	0.526079	51.560661	20.439339	1.979739	3.625079	1602
