SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
COZTY_000015-T1	GBNWZ_009195-T1	0.513132	2.878967	0.178235	223.538593	46.461407	1.675740	2.760729	348
COZTY_000001-T1	GBNWZ_005019-T1	0.348448	3.715773	0.093775	629.207630	141.792370	1.717848	2.903169	882
COZTY_000002-T1	GBNWZ_006242-T1	0.336474	3.959549	0.084978	847.748261	196.251739	1.079172	3.052625	1098
COZTY_000006-T1	GBNWZ_008291-T1	0.365964	3.951808	0.092607	870.763216	194.236784	1.547154	3.059871	1683
COZTY_000022-T1	GBNWZ_000770-T1	0.444762	3.376342	0.131729	443.821600	90.178400	0.752842	2.819485	606
COZTY_000031-T1	GBNWZ_003176-T1	0.111563	1.057969	0.105450	857.868123	270.131877	3.962011	1.014621	1146
COZTY_000009-T1	GBNWZ_001279-T1	0.073468	4.195943	0.017509	1333.032310	268.967690	1.612876	2.296831	3306
COZTY_000014-T1	GBNWZ_002023-T1	0.352876	4.726601	0.074658	2241.264087	545.735913	1.456970	3.627950	5325
COZTY_000017-T1	GBNWZ_008399-T1	0.939877	1.611889	0.583090	14.374242	9.625758	0.453217	3.628208	1401
COZTY_000024-T1	GBNWZ_004128-T1	0.477603	4.101092	0.116458	878.985289	237.014711	1.640592	3.741466	1686
COZTY_000025-T1	GBNWZ_006301-T1	0.331961	4.235474	0.078376	1183.475351	283.524649	1.239888	3.259159	1572
COZTY_000027-T1	GBNWZ_005055-T1	0.377988	3.850849	0.098157	832.226439	169.773561	1.309666	2.899234	1140
COZTY_000034-T1	GBNWZ_000300-T1	0.204412	3.757072	0.054407	612.180796	149.819204	2.882713	2.708735	762
COZTY_000023-T1	GBNWZ_000772-T1	0.351852	4.280553	0.082198	1186.911674	301.088326	1.216063	3.440406	1935
COZTY_000012-T1	GBNWZ_001466-T1	0.377869	4.885841	0.077340	2862.174037	674.825963	1.230107	3.713842	4122
COZTY_000018-T1	GBNWZ_002232-T1	0.514979	4.651399	0.110715	1819.331142	493.668858	1.628009	4.193473	2421
COZTY_000038-T1	GBNWZ_001506-T1	0.198462	3.879206	0.051161	894.684677	176.315323	1.145591	2.413234	1074
COZTY_000042-T1	GBNWZ_009474-T1	0.401977	3.101306	0.129615	777.521828	203.478172	1.418112	2.885609	1104
COZTY_000045-T1	GBNWZ_003854-T1	0.785653	3.947791	0.199011	721.800883	193.199117	1.670944	4.359984	1260
COZTY_000047-T1	GBNWZ_006624-T1	0.352188	2.943454	0.119651	722.494274	177.505726	1.198568	2.589778	1032
COZTY_000030-T1	GBNWZ_006593-T1	0.278939	4.432269	0.062934	1554.407460	368.592540	1.283116	3.225095	1962
COZTY_000035-T1	GBNWZ_005280-T1	0.203657	4.290059	0.047472	1387.071231	304.928769	1.574485	2.820299	3042
COZTY_000049-T1	GBNWZ_001085-T1	0.510643	3.543855	0.144092	473.518232	129.481768	1.577598	3.485887	693
COZTY_000050-T1	GBNWZ_006719-T1	0.375428	3.277475	0.114548	361.958952	79.041048	1.165410	2.686698	603
COZTY_000052-T1	GBNWZ_000718-T1	0.378505	4.408995	0.085848	1613.670014	357.329986	1.252131	3.327623	2607
COZTY_000054-T1	GBNWZ_008991-T1	0.626981	2.933202	0.213753	232.054327	49.945673	1.600168	3.106324	342
COZTY_000056-T1	GBNWZ_004238-T1	0.448834	4.155763	0.108003	957.062626	254.937374	1.593324	3.685697	2508
COZTY_000057-T1	GBNWZ_009193-T1	0.473946	3.951596	0.119938	894.818314	194.181686	1.151170	3.282157	1641
COZTY_000058-T1	GBNWZ_005960-T1	0.439052	3.705244	0.118495	625.184349	139.815651	1.393511	3.107998	795
COZTY_000062-T1	GBNWZ_004656-T1	0.155029	3.855533	0.040210	759.162922	170.837078	1.459168	2.504388	954
COZTY_000067-T1	GBNWZ_003392-T1	0.379911	4.483214	0.084741	1534.500277	394.499723	1.218771	3.657232	2991
COZTY_000068-T1	GBNWZ_002527-T1	0.439808	3.819929	0.115135	704.083396	162.916604	1.555552	3.224884	1032
COZTY_000069-T1	GBNWZ_000298-T1	0.432049	4.040160	0.106939	957.479557	218.520443	1.357385	3.307488	1434
COZTY_000070-T1	GBNWZ_000297-T1	0.639666	5.058855	0.126445	3239.081615	849.918385	1.766476	4.674648	7095
COZTY_000071-T1	GBNWZ_008740-T1	0.135137	99.000000	0.001365	364.422120	64.577880	0.764959	45.052148	432
COZTY_000072-T1	GBNWZ_004569-T1	0.127588	3.971039	0.032130	871.718455	199.281545	1.714026	2.528223	1074
COZTY_000073-T1	GBNWZ_003305-T1	0.110784	1.915711	0.057829	292.050379	67.949621	1.851429	1.354386	393
COZTY_000074-T1	GBNWZ_000335-T1	0.300422	3.872924	0.077570	758.155094	174.844906	0.890508	2.909736	987
COZTY_000075-T1	GBNWZ_000337-T1	0.191081	4.977538	0.038389	4160.412487	762.587513	1.315009	2.797552	5016
COZTY_000076-T1	GBNWZ_004168-T1	0.245749	4.182180	0.058761	1253.923357	264.076643	1.058667	2.791634	1602
COZTY_000077-T1	GBNWZ_000061-T1	0.388223	99.000000	0.003921	646.585729	109.414271	1.005734	43.980287	1905
COZTY_000078-T1	GBNWZ_005181-T1	0.616457	5.045879	0.122170	720.484087	152.515913	1.363150	4.170874	936
COZTY_000081-T1	GBNWZ_006280-T1	0.433714	4.247081	0.102120	1098.053537	287.946463	1.812117	3.677864	1815
COZTY_000084-T1	GBNWZ_006414-T1	0.303238	4.115773	0.073677	1060.300021	241.699979	1.665904	3.032963	2070
COZTY_000085-T1	GBNWZ_007176-T1	0.854696	0.569001	1.502100	33.223221	11.776779	2.582766	2.339783	2130
COZTY_000086-T1	GBNWZ_007257-T1	0.302475	3.949860	0.076579	877.267199	193.732801	1.566246	2.886748	1080
COZTY_000089-T1	GBNWZ_001546-T1	0.335253	4.145142	0.080879	987.647695	251.352305	1.765550	3.324462	1272
COZTY_000093-T1	GBNWZ_000405-T1	0.248397	4.266501	0.058220	1357.500088	295.499912	1.348242	2.900090	1707
COZTY_000095-T1	GBNWZ_006738-T1	0.365494	3.863572	0.094600	703.321914	172.678086	1.110908	3.165118	954
COZTY_000100-T1	GBNWZ_004303-T1	0.103680	4.879620	0.021247	3503.748357	669.251643	1.300093	2.608886	5292
COZTY_000101-T1	GBNWZ_008555-T1	0.287804	4.140917	0.069503	1352.059478	249.940522	1.104986	2.666876	1722
COZTY_000102-T1	GBNWZ_000936-T1	0.408088	1.776767	0.229680	1091.624222	291.375778	1.994759	2.089338	1485
COZTY_000104-T1	GBNWZ_006871-T1	0.369402	4.262298	0.086667	1263.151572	293.848428	1.408477	3.312293	1830
COZTY_000107-T1	GBNWZ_003405-T1	0.307512	4.407899	0.069764	1752.191745	356.808255	1.087655	3.003691	2283
COZTY_000108-T1	GBNWZ_002875-T1	0.471510	4.324393	0.109035	1354.787201	319.212799	1.342586	3.618633	1854
COZTY_000109-T1	GBNWZ_001385-T1	0.300425	4.123312	0.072860	979.858106	244.141894	1.728558	3.188842	2157
COZTY_000110-T1	GBNWZ_000011-T1	0.196753	4.041578	0.048682	744.065815	218.934185	2.652220	3.212575	1017
COZTY_000111-T1	GBNWZ_000231-T1	0.697586	5.589171	0.124810	7696.301546	1723.698454	1.428454	4.777986	11631
COZTY_000115-T1	GBNWZ_001638-T1	0.333869	4.279932	0.078008	1262.160702	300.839298	1.124255	3.280168	1827
COZTY_000118-T1	GBNWZ_000591-T1	0.272011	4.702361	0.057846	2210.620693	528.379307	1.597175	3.380003	2943
COZTY_000120-T1	GBNWZ_005474-T1	0.289632	3.444961	0.084074	480.181819	98.818181	1.490510	2.484460	591
COZTY_000121-T1	GBNWZ_005475-T1	0.243846	3.730878	0.065359	563.322891	144.677109	2.020238	2.869224	717
COZTY_000122-T1	GBNWZ_005476-T1	0.299495	4.737689	0.063215	2410.136259	553.863741	1.406729	3.386495	3195
