SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
GBNTO_000001-T1	GBNTP_002705-T1	0.027751	0.000000	99.000000	184.452777	76.547223	5.957319	0.058836	264
GBNTO_000002-T1	GBNTP_002706-T1	0.002624	0.011869	0.221065	1527.281777	425.718223	3.846507	0.013917	1962
GBNTO_000004-T1	GBNTP_002708-T1	0.002856	0.020141	0.141790	1403.439699	402.560301	1.957348	0.020126	1929
GBNTO_000005-T1	GBNTP_002709-T1	0.005146	0.007979	0.644965	390.010474	125.989526	4.600000	0.017515	516
GBNTO_000006-T1	GBNTP_002710-T1	0.013277	0.048939	0.271295	950.362636	243.637364	4.523464	0.061662	1842
GBNTO_000008-T1	GBNTP_002712-T1	0.003417	0.020451	0.167068	880.299972	148.700028	3.822490	0.017635	1029
GBNTO_000010-T1	GBNTP_002714-T1	0.002334	0.023629	0.098775	1287.635840	389.364160	4.707546	0.021834	1677
GBNTO_000012-T1	GBNTP_002716-T1	0.215202	0.352366	0.610734	670.145376	154.854624	1.045921	0.722844	888
GBNTO_000015-T1	GBNTP_008912-T1	0.001790	0.008073	0.221672	1118.934763	249.065237	1.855589	0.008801	1368
GBNTO_000018-T1	GBNTP_008915-T1	0.010502	0.017319	0.606406	1342.724804	469.275196	3.530148	0.036803	1815
GBNTO_000019-T1	GBNTP_008917-T1	0.063285	0.128802	0.491334	396.248670	128.751330	3.196425	0.238058	570
GBNTO_000020-T1	GBNTP_008918-T1	0.013262	0.065736	0.201752	228.491605	80.508395	4.600000	0.080802	852
GBNTO_000023-T1	GBNTP_008920-T1	0.001996	0.018164	0.109900	501.832654	167.167346	4.600000	0.018109	669
GBNTO_000026-T1	GBNTP_008922-T1	0.008809	0.040781	0.216015	342.864739	101.135261	3.425286	0.048276	444
GBNTO_000028-T1	GBNTP_008924-T1	0.008347	0.031014	0.269150	301.648466	82.351534	4.600000	0.039625	423
GBNTO_000029-T1	GBNTP_008926-T1	0.026084	0.056964	0.457902	897.592134	221.407866	1.375519	0.096582	1533
GBNTO_000031-T1	GBNTP_008928-T1	0.004080	0.032820	0.124320	1229.593106	501.406894	8.594515	0.037216	1731
GBNTO_000033-T1	GBNTP_008930-T1	0.002266	0.023695	0.095618	442.122644	85.877356	1.269785	0.017254	528
GBNTO_000034-T1	GBNTP_008931-T1	0.001222	0.013071	0.093455	819.301958	308.698042	4.600000	0.013393	1128
GBNTO_000035-T1	GBNTP_008932-T1	0.010450	0.030724	0.340131	418.196946	121.803054	5.500544	0.045070	591
GBNTO_000036-T1	GBNTP_008933-T1	0.002513	0.017074	0.147180	797.282963	177.717037	1.856297	0.015501	999
GBNTO_000037-T1	GBNTP_008934-T1	0.012477	0.031290	0.398754	1926.508126	563.491874	2.219097	0.050204	2592
GBNTO_000038-T1	GBNTP_008935-T1	0.001965	0.013419	0.146462	509.616717	150.383283	4.600000	0.013725	666
GBNTO_000042-T1	GBNTP_008939-T1	0.002246	0.015894	0.141337	891.663095	254.336905	1.975446	0.015826	1146
GBNTO_000044-T1	GBNTP_008941-T1	0.000984	0.011355	0.086634	1017.338171	266.661829	3.095744	0.009413	1317
GBNTO_000045-T1	GBNTP_008942-T1	0.007056	0.006068	1.162914	854.410349	165.589651	1.898879	0.020687	1179
GBNTO_000047-T1	GBNTP_008944-T1	0.001628	0.014810	0.109930	1230.015358	341.984642	3.181962	0.013487	1572
GBNTO_000048-T1	GBNTP_008945-T1	0.008413	0.026932	0.312367	478.682531	151.317469	5.899130	0.038582	648
GBNTO_000049-T1	GBNTP_008946-T1	0.005737	0.034749	0.165093	4607.909163	1056.090837	1.709880	0.033439	5691
GBNTO_000050-T1	GBNTP_008947-T1	0.035729	0.080724	0.442609	444.563402	59.436598	1.007543	0.123105	735
GBNTO_000053-T1	GBNTP_000076-T1	0.000000	0.017691	0.000010	920.410929	171.589071	4.600000	0.008339	1092
GBNTO_000054-T1	GBNTP_000075-T1	0.006283	0.032591	0.192791	1438.742220	253.257780	8.322355	0.030663	1692
GBNTO_000055-T1	GBNTP_000074-T1	0.157263	0.200395	0.784764	238.687224	76.312776	2.722056	0.503137	600
GBNTO_000057-T1	GBNTP_000071-T1	0.005792	0.041298	0.140244	2080.971537	424.028463	3.005725	0.035406	2655
GBNTO_000058-T1	GBNTP_000070-T1	0.001717	0.036282	0.047333	583.065255	112.934745	4.600000	0.021978	696
GBNTO_000059-T1	GBNTP_000069-T1	0.001274	0.006687	0.190471	785.789518	150.210482	4.600000	0.006427	936
GBNTO_000039-T1	GBNTP_008936-T1	0.000511	0.021610	0.023637	1958.425483	564.574517	3.186520	0.015697	2523
GBNTO_000060-T1	GBNTP_000068-T1	0.030241	0.105193	0.287483	638.963673	114.036327	1.276216	0.124777	999
GBNTO_000064-T1	GBNTP_000066-T1	0.005968	0.019960	0.298985	168.231374	50.768626	4.600000	0.027635	234
GBNTO_000065-T1	GBNTP_000065-T1	0.003518	0.008166	0.430803	569.868903	123.131097	4.600000	0.013031	693
GBNTO_000067-T1	GBNTP_000063-T1	0.013488	0.026924	0.500954	1085.267610	246.732390	2.540291	0.047930	1722
GBNTO_000069-T1	GBNTP_000061-T1	0.000000	0.010151	0.000010	875.158050	297.841950	4.814157	0.007732	1173
GBNTO_000070-T1	GBNTP_000060-T1	0.000000	0.000000	99.000000	351.493058	89.506942	4.600000	0.000000	441
GBNTO_000071-T1	GBNTP_000059-T1	0.001540	0.006650	0.231641	649.857124	151.142876	4.600000	0.007514	801
GBNTO_000072-T1	GBNTP_000058-T1	0.002967	0.029563	0.100358	1351.400996	382.599004	6.274342	0.026506	1734
GBNTO_000073-T1	GBNTP_000057-T1	0.010593	0.031337	0.338032	952.361169	262.638831	14.488534	0.045232	1233
GBNTO_000074-T1	GBNTP_000056-T1	0.004347	0.029260	0.148569	923.354930	210.645070	6.062407	0.026924	1194
GBNTO_000075-T1	GBNTP_000055-T1	0.000554	0.042625	0.013005	1804.770888	487.229112	5.653550	0.028493	2301
GBNTO_000076-T1	GBNTP_000054-T1	0.012147	0.039366	0.308557	664.194312	157.805688	3.747544	0.052116	822
GBNTO_000080-T1	GBNTP_000050-T1	0.001039	0.020884	0.049770	962.779685	243.220315	1.349133	0.015125	1224
GBNTO_000081-T1	GBNTP_000049-T1	0.001728	0.054965	0.031433	579.457001	113.542999	4.600000	0.031351	693
GBNTO_000082-T1	GBNTP_000048-T1	0.003064	0.024027	0.127518	1308.296556	254.703444	1.439816	0.019440	1638
GBNTO_000083-T1	GBNTP_000047-T1	0.000000	0.005664	0.000010	470.767847	177.232153	4.600000	0.004647	648
GBNTO_000084-T1	GBNTP_000046-T1	0.005294	0.018033	0.293540	1518.405611	449.594389	11.664446	0.024612	1968
GBNTO_000043-T1	GBNTP_008940-T1	0.000188	0.025737	0.007318	5309.841294	1785.158706	3.770968	0.019850	7095
GBNTO_000085-T1	GBNTP_000045-T1	0.006319	0.089734	0.070422	159.077494	47.922506	1.861396	0.076892	300
GBNTO_000088-T1	GBNTP_000042-T1	0.009718	0.015077	0.644541	311.004151	66.995849	3.953412	0.032002	378
GBNTO_000091-T1	GBNTP_000040-T1	0.009476	0.022030	0.430127	318.875718	92.124282	3.571937	0.036869	411
GBNTO_000092-T1	GBNTP_000039-T1	0.003611	0.015205	0.237472	1110.983549	266.016451	3.503858	0.017552	1377
GBNTO_000094-T1	GBNTP_000037-T1	0.006654	0.027056	0.245941	1132.767507	358.232493	8.468685	0.034668	1491
GBNTO_000097-T1	GBNTP_000036-T1	0.000000	0.025683	0.000010	882.201288	278.798712	8.179660	0.018502	1161
GBNTO_000098-T1	GBNTP_000035-T1	0.011442	0.020669	0.553582	880.834323	295.165677	1.427278	0.041273	1197
GBNTO_000099-T1	GBNTP_000034-T1	0.019204	0.021727	0.883856	1214.534872	375.465128	4.178643	0.059399	1596
GBNTO_000025-T1	GBNTP_008921-T1	0.004183	0.054133	0.077266	719.274857	153.725143	0.867081	0.038935	2355
GBNTO_000100-T1	GBNTP_000033-T1	0.000000	0.024207	0.000010	375.037825	83.962175	4.600000	0.013284	462
GBNTO_000103-T1	GBNTP_000030-T1	0.005592	0.022060	0.253504	1570.543678	289.456322	2.052241	0.024465	2388
GBNTO_000104-T1	GBNTP_000029-T1	0.003353	0.029403	0.114020	2989.585709	523.414291	2.043303	0.021702	3513
GBNTO_000007-T1	GBNTP_002711-T1	0.005181	0.012990	0.398847	1743.902705	545.097295	5.471385	0.021122	2292
GBNTO_000105-T1	GBNTP_000028-T1	0.011225	0.024782	0.452930	719.867128	246.132872	14.202319	0.044037	1659
GBNTO_000106-T1	GBNTP_000027-T1	0.009056	0.000000	99.000000	222.172618	47.827382	4.600000	0.022357	381
GBNTO_000107-T1	GBNTP_000026-T1	0.003271	0.044112	0.074141	919.550684	235.449316	5.355201	0.034789	1155
GBNTO_000089-T1	GBNTP_000041-T1	0.008418	0.051434	0.163661	1712.500712	297.499288	1.170074	0.044354	2478
GBNTO_000108-T1	GBNTP_000024-T1	0.003286	0.014379	0.228545	1220.453020	351.546980	4.600000	0.017300	1611
GBNTO_000109-T1	GBNTP_000023-T1	0.000000	0.014716	0.000010	1018.887159	343.112841	4.600000	0.011122	1437
GBNTO_000110-T1	GBNTP_000022-T1	0.004330	0.007535	0.574601	1158.152201	266.847799	4.600000	0.014790	1425
GBNTO_000111-T1	GBNTP_000021-T1	0.002125	0.009218	0.230514	942.570041	218.429959	4.600000	0.010378	1161
GBNTO_000112-T1	GBNTP_000020-T1	0.008188	0.014337	0.571104	1230.445353	494.554647	14.082231	0.029852	1887
GBNTO_000113-T1	GBNTP_000019-T1	0.001220	0.036517	0.033411	820.294542	169.705458	4.046157	0.021812	990
GBNTO_000114-T1	GBNTP_000018-T1	0.018578	0.073614	0.252368	1907.690844	348.309156	1.171997	0.081225	2793
GBNTO_000116-T1	GBNTP_000016-T1	0.000000	0.000000	99.000000	311.154689	78.845311	4.600000	0.000000	429
GBNTO_000117-T1	GBNTP_000015-T1	0.041104	0.136691	0.300708	1656.803629	257.196371	1.376015	0.161846	2010
GBNTO_000119-T1	GBNTP_000013-T1	0.000841	0.019205	0.043780	1190.038745	210.961255	4.600000	0.010818	1410
GBNTO_000121-T1	GBNTP_002264-T1	0.143226	0.250521	0.571710	619.087671	163.912329	1.154397	0.497060	1488
GBNTO_000124-T1	GBNTP_003763-T1	0.100176	0.203274	0.492810	463.489989	133.510011	0.616403	0.369696	1689
GBNTO_000126-T1	GBNTP_003762-T1	0.001936	0.021283	0.090962	1551.644774	239.355226	1.299342	0.013565	1791
GBNTO_000127-T1	GBNTP_003761-T1	0.007258	0.024689	0.293973	692.542524	165.457476	6.675185	0.031857	1488
GBNTO_000129-T1	GBNTP_003760-T1	0.005264	0.033664	0.156373	763.071026	244.928974	6.880115	0.036494	1011
GBNTO_000131-T1	GBNTP_003758-T1	0.005680	0.029648	0.191567	2121.481665	482.518335	4.033955	0.030363	3135
GBNTO_000133-T1	GBNTP_003753-T1	0.029487	0.087934	0.335328	2490.867042	560.132958	1.185505	0.120652	3219
GBNTO_000134-T1	GBNTP_003752-T1	0.002506	0.009123	0.274706	799.433940	220.566060	1.967915	0.011811	1020
GBNTO_000135-T1	GBNTP_003751-T1	0.001087	0.027553	0.039467	920.250910	258.749090	4.600000	0.020687	1179
GBNTO_000136-T1	GBNTP_003750-T1	0.034024	0.020979	1.621765	834.819132	302.180868	3.093845	0.091671	1701
GBNTO_000139-T1	GBNTP_003745-T1	0.005575	0.033345	0.167198	1081.367846	184.632154	8.766933	0.028875	1317
GBNTO_000140-T1	GBNTP_003744-T1	0.000000	0.009771	0.000010	349.992198	103.007802	4.600000	0.006666	453
GBNTO_000142-T1	GBNTP_003742-T1	0.000831	0.013024	0.063771	1204.656900	232.343100	4.600000	0.008406	1437
GBNTO_000146-T1	GBNTP_003737-T1	0.000000	0.021187	0.000010	237.130648	47.869352	4.600000	0.010676	285
GBNTO_000147-T1	GBNTP_003736-T1	0.003524	0.034661	0.101664	568.908613	118.091387	4.600000	0.026628	744
