SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
GBNUZ_000005-T1	GBNWA_002162-T1	0.003290	0.000000	99.000000	304.756559	169.243441	4.600000	0.006345	474
GBNUZ_000006-T1	GBNWA_002161-T1	0.020819	0.030905	0.673635	535.813849	232.186151	1.464906	0.071605	864
GBNUZ_000007-T1	GBNWA_002160-T1	0.000000	0.000000	99.000000	173.479974	69.520026	4.600000	0.000000	243
GBNUZ_000008-T1	GBNWA_002159-T1	0.000000	0.000000	99.000000	273.742770	98.257230	4.600000	0.000000	372
GBNUZ_000009-T1	GBNWA_002158-T1	0.000000	0.010421	0.000010	742.101976	289.898024	4.600000	0.008782	1419
GBNUZ_000010-T1	GBNWA_002157-T1	0.002260	0.005464	0.413538	443.315540	183.684460	4.600000	0.009595	627
GBNUZ_000011-T1	GBNWA_002156-T1	0.000000	0.007149	0.000010	1048.291525	421.708475	4.600000	0.006152	1482
GBNUZ_000015-T1	GBNWA_002154-T1	0.137487	0.053848	2.553225	123.946133	29.053867	0.625300	0.364814	171
GBNUZ_000017-T1	GBNWA_002152-T1	0.000000	0.006670	0.000010	844.759234	301.240766	2.108352	0.005260	1146
GBNUZ_000018-T1	GBNWA_002151-T1	0.001490	0.002153	0.691979	1343.852136	465.147864	2.050749	0.004981	1878
GBNUZ_000019-T1	GBNWA_002149-T1	0.016504	0.028168	0.585910	949.637330	271.362670	1.308033	0.057288	1290
GBNUZ_000020-T1	GBNWA_002148-T1	0.000000	0.000000	99.000000	608.321387	237.678613	4.600000	0.000000	846
GBNUZ_000023-T1	GBNWA_002145-T1	0.041762	0.051455	0.811627	1417.839364	391.160636	1.167506	0.131575	3075
GBNUZ_000026-T1	GBNWA_002143-T1	0.005059	0.000000	99.000000	198.318238	65.681762	4.600000	0.011402	363
GBNUZ_000028-T1	GBNWA_002140-T1	0.008277	0.035500	0.233151	486.479223	203.520777	6.467816	0.048919	690
GBNUZ_000030-T1	GBNWA_002138-T1	0.000000	0.004517	0.000010	1589.829328	666.170672	4.600000	0.004001	2256
GBNUZ_000031-T1	GBNWA_002137-T1	0.000000	0.009468	0.000010	863.144857	318.855143	4.600000	0.007662	1182
GBNUZ_000032-T1	GBNWA_002136-T1	0.000000	0.000000	99.000000	450.275499	164.724501	4.600000	0.000000	615
GBNUZ_000034-T1	GBNWA_002134-T1	0.000000	0.019021	0.000010	560.911735	213.088265	4.600000	0.015710	774
GBNUZ_000035-T1	GBNWA_002133-T1	0.000000	0.000000	99.000000	1949.916715	747.083285	4.600000	0.000000	2898
GBNUZ_000039-T1	GBNWA_002130-T1	0.000000	0.000000	99.000000	355.089467	136.910533	4.600000	0.000000	1023
GBNUZ_000040-T1	GBNWA_002129-T1	0.002048	0.005072	0.403684	489.178034	197.821966	4.600000	0.008755	687
GBNUZ_000041-T1	GBNWA_002128-T1	0.001843	0.002718	0.678272	1086.372205	368.627795	1.999140	0.006195	1602
GBNUZ_000042-T1	GBNWA_002127-T1	0.018310	0.013295	1.377176	2055.255232	518.744768	1.208488	0.051897	2607
GBNUZ_000043-T1	GBNWA_002126-T1	0.045079	0.062788	0.717967	790.614028	256.385972	1.012968	0.148247	1209
GBNUZ_000044-T1	GBNWA_002123-T1	0.066223	0.088185	0.750961	298.869506	73.130494	1.432585	0.211621	843
GBNUZ_000046-T1	GBNWA_002121-T1	0.000000	0.011641	0.000010	862.157177	346.842823	4.297246	0.010019	1209
GBNUZ_000047-T1	GBNWA_002120-T1	0.002593	0.006012	0.431204	1546.047010	667.952990	5.794861	0.010873	2346
GBNUZ_000049-T1	GBNWA_002117-T1	0.000402	0.008330	0.048261	2488.344343	967.655657	4.373558	0.007865	3456
GBNUZ_000051-T1	GBNWA_002115-T1	0.001584	0.000000	99.000000	631.935935	256.064065	4.600000	0.003383	888
GBNUZ_000052-T1	GBNWA_002114-T1	0.002444	0.009629	0.253819	1639.859281	733.140719	5.767300	0.013991	2463
GBNUZ_000053-T1	GBNWA_002113-T1	0.000000	0.007087	0.000010	1152.709241	425.290759	4.600000	0.005730	1578
GBNUZ_000054-T1	GBNWA_002112-T1	0.000000	0.002533	0.000010	915.570212	395.429788	4.600000	0.002292	1785
GBNUZ_000055-T1	GBNWA_002111-T1	0.000000	0.000000	99.000000	244.885070	106.114930	4.600000	0.000000	351
GBNUZ_000056-T1	GBNWA_002110-T1	0.002993	0.002470	1.211415	1004.448400	405.551600	4.600000	0.008527	1410
GBNUZ_000057-T1	GBNWA_002109-T1	0.000000	0.000000	99.000000	186.317098	71.682902	4.600000	0.000000	258
GBNUZ_000059-T1	GBNWA_002106-T1	0.008667	0.012991	0.667125	2185.984156	712.015844	1.971481	0.029187	3801
GBNUZ_000060-T1	GBNWA_002105-T1	0.001973	0.000000	99.000000	1014.780015	428.219985	4.600000	0.004163	1494
